GEOID,total_pop,tot_workers,median_income,avg_commute,pctpoc,pctpov,pct_wo_car,pct_transit_users
06061020604,6027,2503,139594,26.6,24.10817985730878,7.333665173386428,1.2775842044134729,0
06061020605,5971,2585,202292,21.9,21.70490705074527,5.576955283872048,2.076704069670072,0
06061020606,4292,1921,238110,21.1,26.234855545200375,3.5647716682199437,1.2581547064305685,0
06061020607,5918,2859,218810,27.5,14.07570125042244,2.010814464346063,0.15207840486650895,0.7345225603357817
06061020608,3907,1999,199811,23.6,5.349372920399284,5.0166368057333,0.3071410289224469,0
06061020710,4585,2166,117875,28.6,10.64340239912759,7.568157033805889,1.0250817884405672,1.2003693444136658
06061020711,4630,2195,87413,18.8,23.520518358531316,7.365010799136069,5.442764578833693,0.5011389521640092
06061020712,3417,1454,88411,23.1,18.90547263681592,12.496341820310214,5.736025753585016,0.8253094910591471
06061020713,3216,1126,81843,19.4,24.502487562189053,17.07089552238806,5.130597014925374,0
06061020714,3696,1501,99048,27.4,21.3474025974026,6.4393939393939394,0,2.798134576948701
